dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bitbrains_fast_storage/5T/long,Toto-2.0-22m,3646770.62702756,3646770.62702756,290.173634800562,0.8361716601579465,2.7507215920483463,0.81056187275883,15.011824004778678,1909.6519648950589,5.0466399869431795,0.7668422809292564,0.5777752460760941,Web/CloudOps,2
us_births/D/short,Toto-2.0-22m,189676.02666666667,189676.02666666667,263.7568229166667,0.3884804788640904,0.0254648001988728,0.0250470413954441,3.956629340793707,435.51811290308774,0.0408262890590178,0.024725061885268,0.0206687535890176,Healthcare,1
loop_seattle/5T/short,Toto-2.0-22m,43.21638211308372,43.21638211308372,3.510433207256998,0.5564303986210204,0.0955572138137738,0.0745856291781348,4.388078420965721,6.573916801503022,0.1127281599086964,0.0601961795205544,0.0476215096825197,Transport,1
loop_seattle/5T/medium,Toto-2.0-22m,85.23104505288957,85.23104505288957,5.25586276122291,0.8325211634044621,0.1775814950035575,0.1198038946730127,6.427939881741363,9.232066131310454,0.1642574291180858,0.09351259974493,0.0738436859529733,Transport,1
loop_seattle/5T/long,Toto-2.0-22m,99.96719749742002,99.96719749742002,5.661368661134044,0.892704118301907,0.1942318047067602,0.1272881055752673,6.852148204170906,9.998359740348414,0.1767730458835591,0.1000941562504249,0.0790977943736642,Transport,1
m4_quarterly/Q/short,Toto-2.0-22m,1781160.8173333334,1781160.8173333334,553.9640162760417,1.1697714723303436,0.1125482765833536,0.1008650883762723,9.03847802508998,1334.6013701976085,0.2233887674151358,0.0927238211735989,0.0741862866272556,Econ/Fin,1
car_parts/M/short,Toto-2.0-22m,1.5229931726578587,1.5229931726578587,0.4778417245442449,0.8825998183563021,0.8142757159023987,1.8843822260787255,16.313820497536533,1.2340960953904112,2.9592358426261947,1.1458154382429218,0.9946983631493832,Sales,1
jena_weather/D/short,Toto-2.0-22m,587.9618055555555,587.9618055555555,11.760081845238096,1.1190629504754517,0.723282918913917,0.4869155249280443,6.90710617269942,24.247923737003862,0.1460121322904688,0.0708149136708649,0.0549341486216604,Nature,21
bitbrains_rnd/5T/short,Toto-2.0-22m,1761423.5489145024,1761423.5489145024,118.80781981142808,1.6101957064109396,0.973725307539223,0.6413231591377142,51.897543308106954,1327.1863278810938,5.430463311258438,0.4861273003065227,0.3886213986419552,Web/CloudOps,2
bitbrains_rnd/5T/medium,Toto-2.0-22m,2246423.065746594,2246423.065746594,140.2228716592783,4.335761774431606,0.2750229457416681,0.6970984172463933,159.55377772464882,1498.8072143363183,6.306246099627105,0.5899891120229234,0.5620543657311441,Web/CloudOps,2
bitbrains_rnd/5T/long,Toto-2.0-22m,2545792.359593588,2545792.359593588,165.9382343848832,3.2702681381923284,1.1415984121471,0.6757254074748343,115.27639667531037,1595.5539350312129,6.11220771813395,0.635671997462726,0.5927656258753126,Web/CloudOps,2
